,citys,latlong,spots,provinces
3039,温州,"119.846286,27.881664",月老山滑雪场,浙江
3040,嘉兴,"121.019468,30.697619",莫氏庄园陈列馆,浙江
3041,杭州,"120.179450,30.491509",琵琶湾生态农庄,浙江
3042,湖州,"120.127690,30.490081",杨墩休闲农庄,浙江
3043,嘉兴,"120.672946,30.749570",嘉欣丝绸园,浙江
3044,温州,"120.772836,27.927912",瑶溪,浙江
3045,杭州,"120.306026,30.414840",中国江南水乡文化博物馆,浙江
3046,丽水,"118.997971,27.656742",巾子峰,浙江
3047,温州,"120.631372,27.781611",玉海楼,浙江
3048,宁波,"121.691596,29.446716",象山鲤龙潭森林公园,浙江
3049,丽水,"119.932532,28.457393",浙江民俗乐园,浙江
3050,温州,"120.682875,27.726504",绿健生态农庄,浙江
3051,嘉兴,"121.131562,30.776238",金龙门生态休闲园,浙江
3052,丽水,"119.113283,28.064805",龙泉青瓷宝剑苑,浙江
3053,嘉兴,"120.675356,30.527193",海宁谢氏艺术收藏馆,浙江
3054,南昌,"115.910880,29.010211",汪山土库,江西
3055,南昌,"115.573690,28.726560",安义古村,江西
3056,赣州,"116.368837,26.249812",石城九寨温泉,江西
3057,宜春,"114.542079,28.632939",天柱峰,江西
3058,吉安,"114.246271,27.493690",武功山温泉山庄,江西
3059,抚州,"116.901264,27.712610",金竹瀑布景区,江西
3060,上饶,"117.767805,28.898860",大茅山,江西
3061,景德镇,"117.252950,29.300968",景德镇雕塑瓷厂明青园,江西
3062,宜春,"115.102047,28.508346",华林寨上游湖景区,江西
3063,南昌,"115.899912,28.660873",绳金塔,江西
3064,南昌,"115.918351,28.609449",八大山人梅湖,江西
3065,南昌,"115.940992,28.666495",699文化创意园,江西
3066,吉安,"114.847070,27.188517",钓源古村,江西
3067,吉安,"114.927148,27.039833",文天祥纪念馆,江西
3068,赣州,"115.403865,25.958890",于都红军长征出发地,江西
3069,宜春,"114.374120,28.047219",万载竹山洞,江西
3070,吉安,"115.079781,27.214128",燕坊古村,江西
3071,景德镇,"117.211371,29.298557",景德镇陶瓷馆,江西
3072,新余,"114.817279,27.922723",昌坊度假村,江西
3073,萍乡,"113.853482,27.643618",秋收起义广场,江西
3074,吉安,"115.052268,27.059488",青原山,江西
3075,南昌,"115.802274,28.673384",小平小道旧址,江西
3076,九江,"114.598830,29.145450",南崖清水岩景区,江西
3077,上饶,"118.275480,28.248057",铜钹山,江西
3078,上饶,"117.986377,28.862279",怀玉山,江西
3079,宜春,"115.748705,28.157932",丰水湖公园,江西
3080,九江,"115.826922,29.221667",共青城富华山景区,江西
3081,吉安,"114.202705,26.080794",汤湖景区,江西
3082,九江,"114.530211,29.010601",修水百茶园,江西
3083,吉安,"114.245009,26.951349",三湾公园,江西
3084,抚州,"117.088549,27.509562",东华山水景区,江西
3085,吉安,"115.437196,27.313145",永叔公园,江西
3086,赣州,"114.894179,24.890241",龙南客家酒堡景区,江西
3087,上饶,"116.588364,29.067699",金山生态茶叶观光园,江西
3088,上饶,"117.780622,29.415132",舂米水礁作坊,江西
3089,萍乡,"114.011442,27.584845",秋收起义烈士陵园,江西
3090,九江,"114.570307,29.033478",秋收起义纪念馆,江西
3091,吉安,"114.167631,26.564065",蜀口洲景区,江西
3092,哈尔滨,"127.217495,45.421851",玉泉国际狩猎场,黑龙江
3093,伊春,"129.779672,49.117788",茅兰沟,黑龙江
3094,大庆,"125.114486,46.785220",黑鱼湖,黑龙江
3095,鸡西,"131.554010,45.614539",铁西森林公园,黑龙江
3096,哈尔滨,"128.645380,46.096324",铧子山森林公园,黑龙江
3097,哈尔滨,"127.374272,45.477509",金龙山（横头山）国家森林公园,黑龙江
3098,牡丹江,"129.235032,45.260016",北国小九寨,黑龙江
3099,哈尔滨,"126.674888,45.775876",哈尔滨文庙,黑龙江
3100,牡丹江,"129.503154,44.771466",黑宝熊乐园,黑龙江
3101,伊春,"128.926590,47.708007",兴安森林公园,黑龙江
3102,大庆,"124.865242,46.607916",油田乐园,黑龙江
3103,伊春,"129.445807,47.409185",金山鹿苑生态观光旅游区,黑龙江
3104,哈尔滨,"126.967404,45.497574",金源文化旅游区,黑龙江
3105,双鸭山,"131.935591,46.637165",七星河自然保护区,黑龙江
3106,鹤岗,"130.297964,47.349916",鹤岗国家森林公园,黑龙江
3107,鸡西,"130.895023,45.507445",麒麟山,黑龙江
3108,双鸭山,"131.779470,46.763578",北大荒农机博览园,黑龙江
3109,牡丹江,"129.057039,44.412876",亿龙水上风情园,黑龙江
3110,哈尔滨,"126.627101,45.770621",索非亚广场,黑龙江
3111,哈尔滨,"126.602868,45.701938",欧亚之窗公园,黑龙江
3112,鸡西,"132.334585,45.378984",兴凯湖,黑龙江
3113,哈尔滨,"126.640849,45.757589",黑龙江省博物馆,黑龙江
3114,大庆,"125.023362,46.605361",大庆油田历史陈列馆,黑龙江
3115,哈尔滨,"129.013661,45.665513",清河原始森林公园,黑龙江
3116,牡丹江,"130.445310,44.675459",海月湾欢乐水世界,黑龙江
3117,佳木斯,"130.389540,46.793536",水源山公园,黑龙江
3118,大庆,"125.103784,46.589309",大庆石油科技博物馆,黑龙江
3119,牡丹江,"129.291348,44.818663",威虎山城,黑龙江
3120,哈尔滨,"127.622370,44.670429",长寿山国家森林公园,黑龙江
3121,哈尔滨,"126.709992,45.940769",白鱼泡湿地公园,黑龙江
3122,哈尔滨,"127.535255,44.731390",龙凤山,黑龙江
3123,黑河,"127.389208,50.134171",闯关东影视基地老金沟,黑龙江
3124,哈尔滨,"126.642501,45.759556",革命领袖纪念馆,黑龙江
3125,佳木斯,"132.533286,47.702762",同江三江口,黑龙江
3126,哈尔滨,"128.383590,44.956871",红豆杉漂流,黑龙江
3127,双鸭山,"131.211448,46.487525",青山国家森林公园,黑龙江
3128,大庆,"125.090610,46.582371",大庆科技馆,黑龙江
3129,黑河,"126.193772,48.519902",青山公园,黑龙江
3130,佳木斯,"131.735330,46.925594",富锦国家湿地公园,黑龙江
3131,佳木斯,"130.129094,46.756105",敖其湾龙源赫哲水寨,黑龙江
3132,黑河,"126.798113,50.510492",新生鄂伦春民族旅游区,黑龙江
3133,大兴安岭,"124.684571,52.336587",栖霞山植物园,黑龙江
3134,大兴安岭,"124.125541,50.429908",北山公园,黑龙江
3135,黑河,"126.744316,48.064230",闯关东影视基地朱家大院,黑龙江
3136,双鸭山,"131.149689,46.628570",北秀公园,黑龙江
3137,佳木斯,"132.869300,47.929351",街津口赫哲族民族村,黑龙江
3138,哈尔滨,"126.536809,45.874711",禹舜美术馆,黑龙江
3139,伊春,"128.887181,47.722583",伊春水上公园,黑龙江
3140,牡丹江,"129.613111,44.607218",三道关,黑龙江
3141,伊春,"129.390809,48.239410",红星火山地质公园,黑龙江
3142,哈尔滨,"126.657983,45.636877",黑龙江省农科院园艺分院,黑龙江
3143,鹤岗,"131.081751,47.679473",名山岛,黑龙江
3144,伊春,"129.216591,47.610486",美溪回龙湾度假村,黑龙江
3145,哈尔滨,"126.655799,45.658329",三精制药工业园区,黑龙江
3146,哈尔滨,"128.392278,44.941287",苇河林业局红豆杉景区,黑龙江
3147,牡丹江,"129.413454,44.568399",杨子荣烈士陵园,黑龙江
3148,佳木斯,"132.019699,47.252475",松花江碑林,黑龙江
3149,大兴安岭,"124.132284,50.421135",大兴安岭资源馆,黑龙江
3150,大兴安岭,"122.800927,52.928442",图强林业博物馆,黑龙江
3151,牡丹江,"129.620035,44.569001",北大荒海林北欧度假区,黑龙江
3152,伊春,"128.283267,47.144046",映山湖生态园,黑龙江
3153,牡丹江,"129.291348,44.818663",威虎山主峰,黑龙江
3154,绥化,"127.816694,46.754689",柳河,黑龙江
3155,大庆,"124.443467,46.865235",杜尔伯特博物馆,黑龙江
3156,牡丹江,"129.620035,44.569001",北大荒宁安农场现代农业示范园,黑龙江
3157,双鸭山,"131.780978,46.765839",挹娄文化风情园,黑龙江
3158,双鸭山,"131.802545,46.775660",友谊博物馆,黑龙江
3159,黑河,"127.497291,50.253868",旅俄华侨纪念馆,黑龙江
3160,黑河,"125.646873,49.130579",嫩江农场,黑龙江
3161,黑河,"126.619212,48.497841",二龙山农场,黑龙江
3162,鹤岗,"131.115550,47.682620",华安军工旅游区,黑龙江
3163,佳木斯,"130.202333,46.786441",千里生态园,黑龙江
3164,黑河,"127.736451,49.529570",胜山要塞国家森林公园,黑龙江
3165,大庆,"124.170776,47.006586",当奈人居生态村,黑龙江
3166,双鸭山,"131.805999,46.786837",龙头山庄旅游区,黑龙江
3167,大庆,"125.027395,47.102644",黎明湖,黑龙江
3168,哈尔滨,"128.273448,45.353071",中国土改文化村,黑龙江
3169,哈尔滨,"127.622370,44.670429",长寿国家森林公园,黑龙江
3170,黑河,"127.416200,50.141007",锦河农场,黑龙江
3171,哈尔滨,"127.135863,45.122009",双龙山庄,黑龙江
3172,鸡西,"131.839199,45.645998",北大荒书法艺术长廊,黑龙江
3173,鸡西,"130.969333,45.295075",鸡西青山湖,黑龙江
3174,哈尔滨,"127.410528,46.052340",方正林业局小龙山,黑龙江
3175,黑河,"127.491879,49.957408",瑷珲国家森林公园,黑龙江
3176,伊春,"128.701361,47.407370",西岭森林生态旅游度假区,黑龙江
3177,绥化,"126.490647,46.830906",林枫故居纪念馆,黑龙江
3178,双鸭山,"132.272274,46.348275",珍宝岛烈士陵园,黑龙江
3179,大庆,"124.875323,46.557068",油田城市乡村旅游区,黑龙江
3180,哈尔滨,"128.728836,46.093655",清河林业旅游区,黑龙江
3181,喀什,"78.463893,39.769666",巴楚县红海湾景区,新疆
3182,昌吉,"89.086420,44.777062",五彩湾古海温泉,新疆
3183,阿克苏地区,"79.224576,41.214716",燕泉山,新疆
3184,伊犁,"80.417228,44.200875",可克达拉草原之夜风情园,新疆
3185,喀什,"76.026959,39.488816",香妃墓,新疆
3186,巴音郭楞,"86.204071,41.821042",铁门关,新疆
3187,乌鲁木齐,"87.555749,43.890566",乌鲁木齐市植物园,新疆
3188,克拉玛依,"84.894361,45.619484",克拉玛依黑油山,新疆
3189,伊犁,"81.277568,43.903823",伊宁市城市海景,新疆
3190,喀什,"76.003540,39.470620",喀什高台民居,新疆
3191,哈密,"92.772733,42.847258",五堡魔鬼城,新疆
3192,阿勒泰,"88.792223,47.965879",阿拉善温泉,新疆
3193,塔城地区,"84.678513,44.435561",佛山森林公园,新疆
3194,昌吉,"89.167297,43.988906",吉木萨尔县北庭园景区,新疆
3195,伊犁,"82.231718,43.482628",巩留县塔里木云岭山庄,新疆
3196,伊犁,"81.113757,43.163507",圣佑庙,新疆
3197,巴音郭楞,"86.326039,42.669737",巴仑台黄庙,新疆
3198,阿拉尔,"80.761900,40.658368",多浪湖水上乐园,新疆
3199,五家渠市,"87.549465,44.119316",青格达湖生态观光园,新疆
3200,五家渠市,"87.537964,44.138345",青湖御园度假村,新疆
3201,伊犁,"81.332365,43.912452",喀赞其民俗旅游区,新疆
3202,乌鲁木齐,"87.581383,43.832713",儿童公园,新疆
3203,巴音郭楞,"86.361451,41.805715",巴音郭楞莲花湖,新疆
3204,博尔塔拉,"82.051005,44.853870",博乐市博尔塔拉生态旅游区,新疆
3205,乌鲁木齐,"87.604169,43.798375",乌鲁木齐人民公园,新疆
3206,伊犁,"81.476188,44.057635",托乎拉苏,新疆
3207,乌鲁木齐,"87.786669,43.668812",天山野生动物园,新疆
3208,昌吉,"88.049805,44.126847",一万泉旅游度假村,新疆
3209,哈密,"93.514916,42.818501",哈密市哈密瓜园,新疆
3210,伊犁,"80.924352,43.999487",阿伊朵薰衣草文化旅游景区,新疆
3211,和田,"79.827169,37.142538",核桃王树,新疆
3212,哈密,"93.488673,42.814460",哈密市木卡姆传承中心,新疆
3213,喀什,"76.070280,39.390081",张骞公园,新疆
3214,昌吉,"87.313430,44.026263",昌吉市人民公园,新疆
3215,伊犁,"82.958041,43.453068",西域酒文化博物馆,新疆
3216,昌吉,"89.159373,43.991075",吉木萨尔县天地园,新疆
3217,乌鲁木齐,"87.598574,43.732511",乌鲁木齐革命烈士陵园,新疆
3218,伊犁,"81.820725,43.214249",八卦公园,新疆
3219,塔城地区,"85.399934,43.886363",沙湾温泉旅游区,新疆
3220,乌鲁木齐,"87.584583,43.801893",雅玛里克山,新疆
3221,克拉玛依,"84.863554,45.604367",克拉玛依市文化街,新疆
3222,克拉玛依,"84.902446,45.606362",克拉玛依展览馆,新疆
3223,克拉玛依,"85.119720,45.719009",克拉玛依白沙滩景区,新疆
3224,哈密,"93.016624,43.598762",巴里坤北湖旅游区,新疆
3225,巴音郭楞,"86.256215,41.713867",五德民俗文化园,新疆
3226,塔城地区,"85.589414,44.328965",沙湾县森林公园,新疆
3227,哈密,"92.806206,43.672581",巴里坤湖,新疆
3228,石河子,"85.987174,44.348963",西部民俗风情园,新疆
3229,哈密,"94.462570,42.600118",庙尔沟,新疆
3230,和田,"80.183004,37.063953",洛浦县青年公园,新疆
3231,克拉玛依,"85.695360,46.096441",克拉玛依恐龙文化苑景区,新疆
3232,塔城地区,"82.995455,45.802505",塔斯特,新疆
3233,阿拉尔,"80.792030,40.646707",塔里木多浪湖旅游区,新疆
3234,阿勒泰,"90.804683,46.188741",塔克什肯口岸,新疆
3235,哈密,"93.549735,42.834867",太阳历广场科技旅游区,新疆
3236,吐鲁番,"89.547072,42.950146",大漠土艺馆,新疆
3237,阿拉尔,"81.273907,40.541388",农ᅳ师塔里木祥龙湖风景区,新疆
3238,博尔塔拉,"81.028765,44.984350",博格达尔森林公园,新疆
3239,阿勒泰,"86.189547,47.368979",吉木乃口岸旅游区,新疆
3240,巴音郭楞,"87.179690,42.216380",芳香植物生态观光园,新疆
3241,和田,"79.739557,37.074422",其娜民俗风情园,新疆
3242,昌吉,"86.345667,43.833838",康家石门子岩雕刻画,新疆
3243,阿勒泰,"88.122413,47.864454",桦林公园,新疆
3244,阿克苏地区,"82.458940,41.752576",克孜尔水库,新疆
3245,伊犁,"81.103885,43.905345",清水湖生态旅游度假村,新疆
3246,石河子,"86.038179,44.297609",艾青诗歌馆,新疆
3247,伊犁,"81.786448,42.935984",科桑溶洞国家森林公园,新疆
3248,昌吉,"86.211317,43.877639",火烧洼山庄,新疆
3249,喀什,"75.897600,39.408811",疏附县民族乐器村,新疆
3250,乌鲁木齐,"87.596512,43.734495",烈士陵园,新疆
3251,昌吉,"87.327986,44.016037",新天冰湖农业科技示范园区,新疆
3252,巴音郭楞,"86.568147,42.067892",乡都酒堡生态旅游区,新疆
3253,博尔塔拉,"82.894195,44.600408",精河县滨河风景区,新疆
3254,阿勒泰,"88.382470,47.792196",阿勒泰市五指泉景区,新疆
3255,哈密,"94.693546,43.248676",伊水园,新疆
3256,昌吉,"86.278710,44.187370",黑梁湾山庄,新疆
3257,阿勒泰,"88.127165,47.854575",金山葡萄园,新疆
3258,大理,"100.149150,25.679965",天龙八部影视城,云南
3259,丽江,"100.138001,26.876823",拉市海,云南
3260,大理,"100.098464,25.906721",蝴蝶泉,云南
3261,楚雄,"101.746184,25.371358",黑井古镇,云南
3262,迪庆,"99.646379,27.824387",纳帕海,云南
3263,普洱,"101.099116,22.648053",中华普洱茶博览苑,云南
3264,文山,"105.042201,24.314103",坝美景区,云南
3265,大理,"100.182560,25.653166",张家花园,云南
3266,大理,"100.042149,26.019618",大理西湖,云南
3267,楚雄,"101.516939,25.053347",石羊古镇,云南
3268,曲靖,"104.609707,24.894618",罗平鲁布革三峡风景区,云南
3269,迪庆,"99.931479,27.948803",属都湖,云南
3270,大理,"99.958531,26.124035",大理地热国,云南
3271,临沧,"99.168028,23.278884",翁丁原始部落文化旅游区,云南
3272,临沧,"99.320046,23.270982",沧源崖画,云南
3273,丽江,"100.182591,26.814012",文笔山,云南
3274,丽江,"100.204555,26.921365",东巴谷生态文化园,云南
3275,楚雄,"101.276734,25.288008",南华咪依噜风情谷,云南
3276,昆明,"102.772390,24.696675",盘龙寺,云南
3277,丽江,"100.217797,26.955228",白沙壁画,云南
3278,大理,"99.533610,25.195880",大理金光寺,云南
3279,昆明,"102.527247,25.054339",昆明经典假日谷,云南
3280,玉溪,"101.726494,23.861295",漠沙大沐浴旅游文化生态村,云南
3281,玉溪,"102.822273,24.418512",江川古滇国文化园,云南
3282,昆明,"102.710002,25.045806",云南人家景区,云南
3283,迪庆,"99.871251,27.787312",霞给藏族文化村,云南
3284,黔东南,"108.439580,27.052061",镇远青龙洞,贵州
3285,黔南,"107.762397,25.237627",瑶山古寨旅游区,贵州
3286,贵阳,"106.719688,26.571415",甲秀楼,贵州
3287,遵义,"107.088961,28.061855",观音岩生态旅游区,贵州
3288,毕节,"106.410811,27.394879",金沙温泉度假中心,贵州
3289,贵阳,"106.751939,26.546255",贵阳森林公园,贵州
3290,贵阳,"106.706779,26.568761",贵阳河滨公园,贵州
3291,贵阳,"106.741765,27.040323",息烽集中营纪念馆,贵州
3292,遵义,"107.556356,27.798037",茶海生态园,贵州
3293,遵义,"107.346103,28.194169",水晶温泉,贵州
3294,黔南,"106.941051,26.457990",龙架山国家森林公园,贵州
3295,遵义,"106.949810,27.683124",遵义动物园,贵州
3296,遵义,"106.492424,27.585358",枫香温泉,贵州
3297,黔南,"107.161459,26.487606",金海雪山,贵州
3298,遵义,"107.968399,28.608340",龙潭仡佬丹砂古寨旅游区,贵州
3299,遵义,"106.927378,27.680707",湘山寺,贵州
3300,六盘水,"104.774594,26.500320",玉舍国家森林公园,贵州
3301,黔南,"107.877612,25.920722",姑鲁产蛋崖,贵州
3302,毕节,"104.240133,26.845123",毕节威宁草海,贵州
3303,黔南,"107.518305,25.823316",紫林山国际旅游度假区,贵州
3304,遵义,"106.828744,28.125902",娄山关,贵州
3305,黔南,"106.339677,26.084646",杜鹃湖,贵州
3306,贵阳,"106.641808,26.673750",白云公园,贵州
3307,遵义,"106.778736,27.306612",乌江渡,贵州
3308,黔东南,"107.741284,26.835246",野洞河,贵州
3309,黔南,"107.519124,26.253764",文峰园,贵州
3310,六盘水,"104.774594,26.500320",水城玉舍,贵州
3311,毕节,"105.005294,27.211408",拱拢坪,贵州
3312,遵义,"106.397308,27.750721",盐津河,贵州
3313,厦门,"118.197223,24.714164",金穗园温泉,福建
3314,漳州,"117.094506,24.671720",怀远楼,福建
3315,龙岩,"116.639399,25.635195",培田古民居,福建
3316,厦门,"118.344044,24.563902",厦门小嶝休闲渔村,福建
3317,厦门,"118.151288,24.487278",惠和石文化园,福建
3318,宁德,"120.097417,26.749642",牛郎岗海滨浴场,福建
3319,宁德,"119.997765,27.197263",九龙井景区,福建
3320,南平,"118.109936,26.642991",溪源峡谷,福建
3321,漳州,"117.870010,24.527956",龙佳生态温泉山庄,福建
3322,泉州,"118.428994,25.579162",石龙溪,福建
3323,福州,"119.535306,25.618014",东壁岛旅游度假区,福建
3324,泉州,"118.184747,25.357396",蓬壶百丈岩风景区,福建
3325,泉州,"118.017176,24.995390",洪恩岩,福建
3326,福州,"119.417087,25.970255",福州浪浪浪水公园,福建
3327,泉州,"118.582536,24.526391",围头战地文化渔村,福建
3328,福州,"119.649709,25.917393",长乐显应宫,福建
3329,泉州,"118.630000,24.672500",衙口滨海休闲度假旅游区,福建
3330,泉州,"118.264781,25.320961",魁星岩风景区,福建
3331,泉州,"118.188397,25.072687",凤山风景旅游区,福建
3332,泉州,"118.149345,25.390940",仙洞普济风景区,福建
3333,福州,"119.509582,25.964664",冰心文学馆,福建
3334,泉州,"118.274844,25.190198",南安凤山寺,福建
3335,泉州,"118.112734,25.401020",乌髻岩风景区,福建
3336,延边,"128.159541,42.450837",长白山魔界风景区,吉林
3337,延边,"128.197628,42.289484",长白山和平滑雪场,吉林
3338,延边,"129.076215,42.320534",仙景台,吉林
3339,延边,"128.579680,43.682850",雁鸣湖旅游度假区,吉林
3340,通化,"126.220500,41.766016",云霞洞,吉林
3341,延边,"129.641166,43.187674",满天星,吉林
3342,通化,"125.738434,42.622410",五奎山,吉林
3343,通化,"125.852884,42.599701",四季生态园,吉林
3344,四平,"125.122350,43.307320",南山旅游风景区,吉林
3345,延边,"128.230384,43.380059",森林体育公园,吉林
3346,延边,"128.303956,42.855781",红旗村,吉林
3347,长春,"125.872632,43.351969",吊水壶,吉林
3348,四平,"124.500239,42.932741",叶赫那拉城遗址,吉林
3349,长春,"125.335111,43.868066",长春动植物公园,吉林
3350,白山,"128.235284,41.450218",长白朝鲜族民俗村,吉林
3351,白山,"126.770509,42.354124",杨靖宇将军殉国地,吉林
3352,白山,"127.954390,42.594999",露水河国家森林公园,吉林
3353,白山,"127.271767,42.340041",中国人参博物馆,吉林
3354,延边,"127.915183,44.015353",老白山原始生态景区,吉林
3355,长春,"125.542414,43.963685",卡伦湖度假村,吉林
3356,白山,"126.325213,41.808334",长白山迷宫溶洞,吉林
3357,松原,"124.901969,45.151192",松原市龙华寺,吉林
3358,延边,"129.459657,42.993155",延边国贸农业科技文化园,吉林
3359,松原,"124.809309,45.222154",天天乐工农业旅游景区,吉林
3360,白山,"126.423587,41.939994",白山湖,吉林
3361,白山,"126.519548,41.645839",龙山湖,吉林
3362,松原,"124.031760,44.614649",赛罕塔拉蒙古部落,吉林
3363,白山,"126.750738,41.738876",苇沙河风景区,吉林
3364,延边,"128.896156,43.342886",福满生态沟景区,吉林
3365,松原,"125.493026,45.077818",龙凤山旅游风景区,吉林
3366,延边,"128.901858,43.102919",长白山文化博览城,吉林
3367,黄山,"118.025693,29.997202",木坑竹海,安徽
3368,宣城,"118.621180,30.578734",水墨汀溪风景区,安徽
3369,合肥,"117.115822,32.003260",中国非物质文化遗产园,安徽
3370,六安,"116.056294,31.151276",大别山地质公园铜锣寨,安徽
3371,宣城,"118.604727,30.050253",绩溪紫园,安徽
3372,亳州,"115.774361,33.882465",南京巷钱庄,安徽
3373,亳州,"116.191103,33.546351",天静宫,安徽
3374,池州,"117.232706,30.031282",仙寓山,安徽
3375,合肥,"117.803678,31.494025",银屏山,安徽
3376,宣城,"119.090965,30.448071",华东大裂谷,安徽
3377,合肥,"117.880239,31.597430",紫微洞,安徽
3378,安庆,"116.382311,30.516410",天龙关景区,安徽
3379,淮南,"117.054426,32.617373",大通万人坑教育馆,安徽
3380,滁州,"118.243960,32.527639",八岭湖生态旅游区,安徽
3381,宣城,"118.998770,30.822529",龙泉洞,安徽
3382,黄山,"117.572936,30.032503",牯牛降九龙景区,安徽
3383,宣城,"118.471568,30.743394",赤滩古镇,安徽
3384,宣城,"118.982915,30.633571",宁国市石柱山,安徽
3385,宣城,"118.891999,30.215011",绩溪小九华,安徽
3386,六安,"116.570437,31.086899",万佛山,安徽
3387,宣城,"118.567779,30.687195",月亮湾,安徽
3388,合肥,"117.275290,31.863676",安徽博物院,安徽
3389,安庆,"116.366299,30.717018",白马潭漂流景区,安徽
3390,合肥,"117.351898,31.687172",巢湖泊山洞,安徽
3391,六安,"115.935326,31.753317",红石谷,安徽
3392,马鞍山,"118.629202,31.721280",马鞍山凤凰湖生态植物园,安徽
3393,安庆,"116.948503,31.049397",六尺巷,安徽
3394,安庆,"116.536159,29.905105",小孤山,安徽
3395,淮南,"116.820696,32.597108",安徽卧龙山风景区,安徽
3396,蚌埠,"117.839979,33.154418",沱湖湿地风景区,安徽
3397,安庆,"116.103700,30.984752",红二十八军军政旧址,安徽
3398,宣城,"118.887994,30.577783",青龙湾生态旅游区,安徽
3399,淮北,"116.797281,33.987085",相山公园,安徽
3400,安庆,"117.008099,31.033250",桐城文庙,安徽
3401,芜湖,"118.492101,31.160740",陶辛水韵旅游区,安徽
3402,淮南,"116.727385,32.664865",茅仙洞,安徽
3403,马鞍山,"118.518900,31.490739",李白墓园,安徽
3404,宣城,"118.741433,30.608786",白云洞,安徽
3405,芜湖,"118.387451,31.364335",汀棠公园,安徽
3406,合肥,"117.558690,31.776348",鸡笼山,安徽
3407,安庆,"115.968231,30.731414",司空山,安徽
3408,六安,"115.889728,31.661933",梅山水库,安徽
3409,亳州,"115.785837,33.849529",曹操纪念馆,安徽
3410,安庆,"117.047589,30.505664",赵朴初故居,安徽
3411,安庆,"116.559456,30.643597",皖光苑,安徽
3412,池州,"117.482310,30.651726",秀山门博物馆,安徽
3413,芜湖,"118.369583,31.337969",凤凰美食街,安徽
3414,芜湖,"118.370416,31.496218",芜湖天门山风景区,安徽
3415,宣城,"119.401061,30.900469",横山国家森林公园,安徽
3416,滁州,"118.279236,32.088903",神山国家森林公园,安徽
3417,宣城,"119.419008,30.817669",石佛山,安徽
3418,合肥,"117.158392,31.706523",喜洋洋生态农庄,安徽
3419,合肥,"117.083353,31.698155",肥西老母鸡生态园,安徽
3420,滁州,"117.567364,32.872880",龙兴寺,安徽
3421,滁州,"118.263065,32.102357",吴敬梓纪念馆,安徽
3422,合肥,"117.612162,31.303947",巢湖巢父生态园,安徽
3423,淮南,"116.633797,32.653985",淮河风情文化园,安徽
3424,合肥,"116.824380,31.624716",肥西小井庄,安徽
3425,合肥,"117.915065,31.645945",巢湖金泉山庄,安徽
3426,宣城,"118.438573,30.121939",上庄古镇,安徽
3427,合肥,"117.391031,31.913988",伊利集团合肥工业园,安徽
3428,亳州,"116.555440,33.250327",庄子祠,安徽
3429,安庆,"116.556366,30.989095",板仓自然保护区,安徽
3430,芜湖,"118.561420,31.075682",芜湖怡龙生态园,安徽
3431,六安,"116.630845,31.367878",金安大华山,安徽
3432,合肥,"117.481151,31.977200",合肥汇景生态园,安徽
3433,六安,"117.033610,31.316169",毛主席视察舒茶纪念馆,安徽
3434,合肥,"117.165754,31.842328",大蜀山文化陵园,安徽
3435,宣城,"118.963584,30.709694",汪溪落花荡自然村,安徽
3436,安庆,"116.159697,30.373915",白崖寨,安徽
3437,安庆,"117.088935,30.607308",永顺植物园,安徽
3438,宣城,"119.179719,31.126614",古南丰徽派黄酒生态园,安徽
3439,蚌埠,"117.370591,33.149616",香雪度假村,安徽
3440,合肥,"117.132759,31.696793",中国中部花木城,安徽
3441,宣城,"119.075164,30.525942",东津河漂流,安徽
3442,宣城,"119.472241,30.879682",安徽金藤生态园,安徽
3443,宣城,"119.404144,30.925552",广德百杨生态园,安徽
3444,宣城,"118.059536,30.545851",王稼祥故居,安徽
3445,六安,"116.498597,31.754179",皖西烈士陵园,安徽
3446,黄山,"117.981887,30.008034",龙池湾,安徽
3447,合肥,"117.119813,31.711435",肥西三岗乡村旅游区,安徽
3448,六安,"116.287980,32.330014",霍邱县烈士陵园,安徽
3449,广安,"106.070374,30.348041",宝箴塞民俗文化村,四川
3450,眉山,"103.340224,30.071799",老峨山,四川
3451,眉山,"102.948682,29.640388",瓦屋山,四川
3452,南充,"105.965087,31.567700",锦屏山,四川
3453,自贡,"104.771258,29.348847",盐业历史博物馆,四川
3454,达州,"108.138061,31.949254",八台山风景名胜区,四川
3455,绵阳,"104.435098,31.629134",寻龙山,四川
3456,成都,"103.930546,30.895004",川菜博物馆,四川
3457,自贡,"104.768835,29.351511",自贡彩灯博物馆,四川
3458,成都,"103.411988,30.631817",鹤鸣山,四川
3459,泸州,"106.041071,28.136084",尧坝古镇,四川
3460,广元,"105.946957,31.783625",苍溪梨博园,四川
3461,成都,"103.471310,30.400340",临邛古城,四川
3462,达州,"107.720744,31.354265",达州百里峡,四川
3463,乐山,"103.502097,29.609819",竹叶青生态茗园,四川
3464,泸州,"105.383299,29.146475",玉蟾山,四川
3465,遂宁,"105.557550,30.524142",中国宋瓷博物馆,四川
3466,乐山,"103.710656,29.616022",金鹰山庄,四川
3467,成都,"103.513077,30.164375",樱桃山旅游景区,四川
3468,雅安,"103.064641,30.079789",蒙山,四川
3469,乐山,"103.952214,29.204426",犍为文庙,四川
3470,攀枝花,"102.017197,26.910560",龙潭溶洞,四川
3471,南充,"106.082816,30.797200",南充北湖公园,四川
3472,南充,"106.121057,30.818880",罗瑞卿故居,四川
